typeid,type,valid,val,enum
39,Condition Picks,698,Broken wefts, 
39,Condition Picks,697,Broken warps, 
39,Condition Picks,696,Torn, 
39,Condition Picks,695,Fragment, 
39,Condition Picks,694,Missing sections, 
39,Condition Picks,692,Slitting, 
40,Contact Source,614,V_Donor, 
40,Contact Source,278,CswsContacts, 
40,Contact Source,279,Nighthorse Opening DC, 
40,Contact Source,615,Gallery Book, 
41,Treatment,678,Frozen, 
41,Treatment,679,Condition Report, 
41,Treatment,676,Vacuumed, 
41,Treatment,1132,Washed, 
41,Treatment,1133,Repaired, 
41,Treatment,677,Bagged, 
41,Treatment,680,Inspected, 
41,Treatment,681,Framed, 
41,Treatment,682,Exhibit Mount, 
42,ArchSite,1124,ALP12, 
42,ArchSite,1126,, 
43,CityState,1125,"Durango, CO", 
44,Box,1129,2DArtBox001, 
44,Box,1130,2DArtBox002, 
44,Box,1131,2DArtBox003, 
44,Box,1128,2DArtBox004, 
